Class,Name,Blue,Green,Red,InfraRed,X,Y
3,fallow,117,108,94,134,546094.1617,3860468.464
3,fallow,145,139,127,126,546074.597,3860564.272
3,fallow,133,128,116,116,546076.4902,3860607.609
3,fallow,139,133,120,128,546047.8166,3860504.872
3,fallow,147,133,126,126,546044.3414,3860544.741
3,fallow,146,137,125,123,546027.2928,3860535.527
3,fallow,143,136,122,122,546060.2663,3860580.52
3,fallow,118,115,104,144,546093.7508,3860467.266
3,fallow,129,122,114,111,546076.4902,3860611.709
3,fallow,155,136,121,139,546015.643,3860570.721
3,fallow,123,115,94,142,546080.2654,3860466.326
3,fallow,139,128,118,124,546100.7523,3860609.341
3,fallow,130,121,108,135,546091.2628,3860474.011
3,fallow,126,128,116,142,546082.7289,3860480.225
3,fallow,145,139,122,133,546113.3597,3860601.574
3,fallow,146,137,125,125,546154.2918,3860561.47
3,fallow,146,139,124,130,546176.2065,3860566.804
3,fallow,142,136,124,123,546111.6664,3860549.173
3,fallow,144,140,126,127,546111.3776,3860553.63
3,fallow,138,130,117,129,546059.9085,3860501.614
3,fallow,144,137,123,129,546139.5323,3860604.789
3,fallow,150,146,129,135,546103.3748,3860536.148
3,fallow,155,150,136,138,546146.0728,3860598.039
3,fallow,141,136,118,123,546154.7434,3860587.175
3,fallow,145,139,125,125,546085.3593,3860549.719
3,fallow,146,137,124,126,546082.0002,3860519.281
3,fallow,144,137,120,132,546132.5687,3860546.861
3,fallow,155,152,137,132,546116.1924,3860557.105
3,fallow,144,134,124,124,546080.6759,3860569.828
3,fallow,142,125,115,134,546144.1518,3860608.075
3,fallow,153,143,127,129,546089.5947,3860485.277
3,fallow,145,131,124,140,546132.4981,3860552.791
3,fallow,148,144,129,131,546103.0999,3860500.24
3,fallow,144,141,126,144,546114.9181,3860605.577
3,fallow,140,137,122,141,546131.6304,3860571.206
3,fallow,146,141,127,129,546082.09,3860513.385
3,fallow,149,140,129,132,546162.1051,3860594.982
3,fallow,146,138,120,134,546133.174,3860548.2
3,fallow,149,141,143,158,546119.9943,3860611.311
3,fallow,148,144,129,131,546102.7706,3860500.323
3,fallow,149,143,130,129,546106.7968,3860541.184
3,fallow,150,152,136,138,546104.7233,3860503.907
3,fallow,143,134,124,122,546076.6052,3860580.843
3,fallow,183,182,155,168,546121.9277,3860576.516
3,fallow,145,141,126,127,546103.075,3860553.958
3,fallow,148,141,128,131,546088.7948,3860504.393
3,fallow,148,139,126,129,546111.0152,3860573.188
3,fallow,152,143,128,136,546138.4419,3860571.245
3,fallow,149,140,126,130,546100.9666,3860488.313
3,fallow,153,147,131,135,546111.5615,3860498.788
3,fallow,144,140,124,137,546132.9698,3860595.837
3,fallow,149,149,135,143,546100.328,3860529.566
3,fallow,155,149,132,140,546114.9047,3860501.498
3,fallow,153,142,131,133,546139.7619,3860576.862
3,fallow,147,138,125,128,546171.2934,3860575.303
3,fallow,154,143,129,130,546109.8097,3860507.791
3,fallow,145,137,126,126,546084.9542,3860575.479
3,fallow,148,138,126,128,546159.2535,3860575.918
3,fallow,151,141,128,126,546104.0186,3860582.539
3,fallow,159,151,130,139,546111.0978,3860589.339
3,fallow,142,136,125,122,546073.2991,3860506.575
3,fallow,143,136,125,123,546076.0498,3860525.117
3,fallow,146,138,125,129,546172.2095,3860570.223
3,fallow,149,142,128,130,546098.696,3860500.771
3,fallow,142,133,121,124,546162.9824,3860597.485
3,fallow,148,140,124,133,546109.2035,3860600.223
3,fallow,146,143,128,138,546122.6851,3860527.247
4,wheat,127,137,119,174,547972.4904,3861217.433
4,wheat,138,151,123,181,547961.7365,3861113.941
4,wheat,130,144,120,181,547892.0346,3861143.209
4,wheat,138,147,129,191,548000.3672,3861172.554
4,wheat,126,137,119,177,547996.9128,3861199.866
4,wheat,133,145,120,179,548012.0249,3861122.188
4,wheat,131,141,120,179,548015.9706,3861159.635
4,wheat,120,135,118,176,547998.9928,3861213.917
4,wheat,139,147,121,183,547897.8999,3861105.642
4,wheat,134,138,116,184,547969.2947,3861171.817
4,wheat,121,123,114,177,548011.7376,3861202.889
4,wheat,127,141,119,188,547882.5455,3861134.686
4,wheat,130,134,111,172,547979.9818,3861163.67
4,wheat,127,137,119,183,547970.9137,3861145.769
4,wheat,137,148,123,185,547924.5208,3861108.322
4,wheat,128,144,117,179,547994.9884,3861177.215
4,wheat,131,143,122,184,547884.0298,3861126.863
4,wheat,126,139,118,178,547995.6852,3861182.662
4,wheat,127,138,116,185,547876.9244,3861136.004
4,wheat,132,142,123,184,547935.6872,3861115.571
4,wheat,69,67,58,88,546383.4342,3860749.889
4,wheat,94,108,96,175,546324.2718,3860721.053
4,wheat,108,131,118,184,546267.747,3860806.808
4,wheat,110,139,112,182,546264.2175,3860787.797
4,wheat,107,133,115,184,546256.9275,3860817.84
4,wheat,109,123,106,177,546300.6136,3860677.203
4,wheat,109,129,116,189,546339.8148,3860811.245
4,wheat,113,136,124,198,546375.5061,3860704.11
4,wheat,106,132,113,189,546278.0237,3860822.926
4,wheat,97,87,95,151,546315.0277,3860700.477
4,wheat,99,104,95,168,546324.0362,3860745.429
4,wheat,105,124,105,177,546311.1712,3860671.192
4,wheat,94,118,101,182,546369.2214,3860752.175
4,wheat,98,105,92,169,546308.0239,3860717.661
4,wheat,99,109,98,172,546307.1977,3860654.958
4,wheat,105,129,109,178,546259.1394,3860747.343
4,wheat,109,123,104,177,546283.0592,3860734.75
4,wheat,127,151,133,190,546234.7305,3860812.999
4,wheat,94,112,97,165,546284.2272,3860747.765
4,wheat,138,150,138,182,546236.2377,3860801.193
4,wheat,107,124,108,184,546246.9862,3860793.786
4,wheat,112,122,104,175,546376.8131,3860701.297
4,wheat,116,122,115,182,546317.63,3860675.803
4,wheat,107,128,110,184,546273.9126,3860809.364
4,wheat,109,128,107,178,546278.7837,3860637.457
4,wheat,106,129,110,179,546349.92,3860656.524
4,wheat,109,127,106,176,546267.9172,3860778.76
4,wheat,98,114,102,170,546317.5083,3860776.951
4,wheat,110,129,111,181,546318.5376,3860825.361
4,wheat,112,134,111,188,546357.8933,3860685.192
4,wheat,106,125,107,172,546261.8214,3860757.833
4,wheat,97,104,97,170,546301.8659,3860728.908
4,wheat,117,135,118,190,546267.4445,3860799.109
4,wheat,96,110,95,175,546385.8709,3860744.848
4,wheat,104,114,109,170,546337.9561,3860763.745
4,wheat,114,131,117,196,546340.5934,3860787.262
4,wheat,97,118,97,174,546356.808,3860678.591
4,wheat,105,108,104,165,546300.5005,3860707.285
4,wheat,108,128,113,180,546261.3435,3860800.924
4,wheat,100,113,101,179,546306.3885,3860718.179
4,wheat,93,106,97,171,546323.401,3860753.438
4,wheat,122,135,115,161,546275.8357,3860829.969
4,wheat,103,127,109,180,546352.2376,3860706.841
4,wheat,114,134,118,206,546325.4684,3860810.749
4,wheat,106,120,106,179,546350.7099,3860637.267
4,wheat,102,118,100,176,546339.1648,3860709.58
4,wheat,113,131,113,185,546355.274,3860693.467
4,wheat,129,151,132,188,546265.2554,3860824.983
4,wheat,98,113,98,182,546337.3272,3860820.713
4,wheat,104,108,104,172,546292.5385,3860767.297
4,wheat,103,121,109,183,546310.2139,3860770.111
4,wheat,114,131,114,185,546365.6883,3860687.219
4,wheat,127,142,125,181,546309.0949,3860837.209
4,wheat,103,128,104,178,546333.4659,3860698.164
4,wheat,110,131,111,174,546250.2175,3860752.69
4,wheat,101,115,103,176,546319.0848,3860777.445
4,wheat,109,129,111,182,546318.9307,3860823.896
4,wheat,107,114,100,168,546331.0193,3860687.166
4,wheat,105,120,105,180,546354.7994,3860685.119
4,wheat,101,128,103,184,546355.858,3860683.247
4,wheat,103,114,102,170,546293.5159,3860769.603
4,wheat,104,111,105,177,546332.2392,3860728.698
4,wheat,102,125,109,180,546360.2113,3860704.207
4,wheat,95,120,96,164,546327.3472,3860693.607
4,wheat,113,132,111,176,546294.634,3860637.105
4,wheat,109,98,81,147,546320.6537,3860656.177
4,wheat,102,123,115,184,546363.2918,3860663.345
4,wheat,111,129,110,186,546303.5766,3860825.808
4,wheat,104,123,104,180,546301.0519,3860692.177
4,wheat,96,112,113,189,546371.1744,3860669.691
4,wheat,101,115,103,174,546306.9129,3860733.106
4,wheat,108,124,109,180,546316.8575,3860793.349
4,wheat,110,130,111,179,546308.0044,3860699.282
4,wheat,108,125,107,177,546325.976,3860675.532
4,wheat,95,130,112,178,546348.6738,3860620.615
4,wheat,93,104,101,174,546372.9979,3860753.122
4,wheat,106,130,112,184,546247.8146,3860793.445
4,wheat,102,105,94,161,546301.7333,3860735.138
4,wheat,109,124,110,184,546373.1718,3860708.327
4,wheat,105,123,104,176,546309.3118,3860669.177
4,wheat,109,121,108,186,546321.7218,3860801.282
4,wheat,114,136,119,192,546247.0395,3860787.033
4,wheat,105,124,105,177,546284.5574,3860732.349
4,wheat,95,105,94,168,546380.2387,3860746.064
4,wheat,100,123,108,184,546338.352,3860772.129
4,wheat,98,113,105,170,546285.0254,3860770.929
4,wheat,92,107,91,165,546355.0332,3860717.94
4,wheat,104,123,106,180,546283.9804,3860642.484
4,wheat,114,127,109,180,546376.543,3860716.802
4,wheat,103,122,103,171,546272.5053,3860759.552
4,wheat,101,113,101,172,546286.5213,3860780.555
4,wheat,115,127,111,184,546312.0787,3860802.35
4,wheat,103,107,95,166,546310.6641,3860757.021
4,wheat,111,113,98,163,546289.9862,3860754.243
4,wheat,96,108,95,163,546379.6024,3860755.369
4,wheat,110,123,110,181,546321.5825,3860693.63
4,wheat,104,124,112,183,546368.8994,3860764.026
4,wheat,105,113,103,172,546288.1857,3860717.904
4,wheat,109,125,111,187,546304.3785,3860782.655
4,wheat,110,125,108,178,546280.5697,3860790.354
4,wheat,98,103,93,162,546372.7879,3860766.787
4,wheat,92,110,90,156,546385.4432,3860749.076
4,wheat,107,121,109,186,546341.1235,3860821.21
4,wheat,109,136,121,190,546361.2074,3860671.447
4,wheat,153,178,163,179,546233.1983,3860818.899
4,wheat,111,132,112,179,546253.0616,3860749.847
4,wheat,101,118,103,181,546358.1869,3860764.113
4,wheat,129,149,127,198,546279.1943,3860826.642
4,wheat,112,128,113,185,546352.854,3860652.334
4,wheat,114,128,97,161,546285.3995,3860832.489
4,wheat,106,110,105,163,546259.5287,3860779.904
4,wheat,101,115,107,175,546335.5302,3860761.424
4,wheat,118,142,119,190,546259.51,3860819.895
4,wheat,112,133,115,192,546290.6065,3860826.96
4,wheat,103,120,104,174,546276.6777,3860809.93
4,wheat,108,130,119,183,546307.8133,3860680.143
4,wheat,119,139,120,191,546348.687,3860646.047
4,wheat,99,121,104,174,546248.0931,3860786.439
4,wheat,100,124,103,173,546346.1204,3860677.87
4,wheat,98,104,91,166,546326.9096,3860725.121
4,wheat,105,121,103,177,546298.9861,3860667.579
4,wheat,113,132,116,187,546337.8945,3860663.885
4,wheat,96,125,100,170,546385.4082,3860749.924
4,wheat,106,130,113,182,546365.6543,3860732.136
4,wheat,87,100,85,147,546310.9154,3860648.684
4,wheat,95,100,95,165,546341.5003,3860796.161
4,wheat,121,123,114,152,546237.7289,3860820.064
4,wheat,99,128,113,178,546360.3206,3860698.557
4,wheat,111,135,110,184,546274.0693,3860730.829
4,wheat,104,123,109,180,546324.677,3860796.062
4,wheat,114,136,116,185,546352.0181,3860658.914
4,wheat,111,133,117,187,546342.0455,3860720.835
4,wheat,109,143,111,181,546264.3165,3860788.296
4,wheat,126,137,119,152,546243.4258,3860822.448
4,wheat,103,126,120,177,546261.4612,3860795.876
4,wheat,105,127,109,179,546275.3177,3860816.017
4,wheat,101,118,104,172,546286.3856,3860750.267
4,wheat,99,134,128,199,546338.7437,3860792.683
4,wheat,107,126,113,182,546327.3209,3860644.948
4,wheat,108,132,113,184,546247.6072,3860783.488
4,wheat,99,113,93,175,546322.6826,3860834.71
4,wheat,97,117,102,171,546254.6523,3860794.164
4,wheat,102,120,102,180,546313.9516,3860710.617
4,wheat,109,125,110,176,546323.8383,3860669.577
4,wheat,100,109,104,170,546290.1652,3860782.163
4,wheat,99,119,104,185,546314.9718,3860713.25
4,wheat,89,114,96,178,546354.3473,3860783.337
4,wheat,111,127,113,185,546261.7867,3860780.052
4,wheat,81,135,143,195,546382.8226,3860687.724
4,wheat,100,114,102,176,546311.9584,3860776.244
4,wheat,100,118,105,180,546346.7515,3860792.157
4,wheat,109,128,112,185,546346.3264,3860635.325
4,wheat,108,129,109,184,546301.5163,3860803.328
4,wheat,88,113,94,176,546355.6701,3860768.497
4,wheat,105,122,107,183,546291.3144,3860727.284
4,wheat,107,125,110,184,546301.0568,3860802.623
4,wheat,103,122,108,179,546327.3619,3860793.389
4,wheat,101,121,105,190,546320.7206,3860711.186
4,wheat,107,113,98,166,546335.3359,3860651.694
4,wheat,106,126,111,178,546320.5162,3860828.092
4,wheat,112,130,113,182,546374.6337,3860710.192
4,wheat,108,129,107,183,546322.9866,3860663.008
4,wheat,102,127,114,183,546321.7447,3860835.065
4,wheat,103,99,111,179,546302.554,3860739.967
4,wheat,106,114,106,183,546337.2647,3860796.97
4,wheat,88,107,99,164,546356.0425,3860802.541
4,wheat,103,116,106,178,546342.9836,3860644.167
4,wheat,105,129,125,191,546351.5073,3860623.365
4,wheat,109,127,113,192,546353.0048,3860776.097
4,wheat,108,139,124,194,546282.4708,3860742.603
4,wheat,111,118,114,187,546315.3355,3860780.701
4,wheat,63,89,81,132,546327.1997,3860842.87
4,wheat,110,129,114,178,546256.513,3860798.107
4,wheat,106,129,110,175,546341.4022,3860760.491
4,wheat,104,125,108,183,546348.0548,3860705.326
4,wheat,126,134,111,175,546307.3382,3860690.788
4,wheat,100,123,107,185,546305.6617,3860765.929
4,wheat,97,109,98,172,546380.1905,3860745.057
4,wheat,115,138,120,188,546368.9275,3860711.464
4,wheat,79,94,79,144,546367.2195,3860780.81
4,wheat,102,122,111,178,546323.8887,3860774.366
4,wheat,103,111,103,165,546289.4439,3860653.465
4,wheat,112,128,114,186,546312.8707,3860794.555
4,wheat,107,125,110,183,546377.7127,3860703.156
4,wheat,107,126,107,176,546327.7592,3860657.132
4,wheat,102,117,101,172,546279.0649,3860649.183
4,wheat,108,125,103,188,546329.6923,3860822.137
4,wheat,111,129,114,183,546266.5331,3860811.882
4,wheat,98,116,106,183,546378.2201,3860759.305
4,wheat,111,125,110,185,546314.8898,3860805.555
4,wheat,116,134,113,184,546338.9315,3860622.136
4,wheat,99,110,99,169,546321.6042,3860740.411
4,wheat,101,118,107,175,546325.3269,3860775.498
4,wheat,94,110,100,179,546373.0772,3860758.645
4,wheat,94,106,96,167,546290.8872,3860741.423
4,wheat,107,122,108,176,546330.7636,3860702.848
4,wheat,111,126,112,182,546370.6805,3860690.876
4,wheat,117,136,121,193,546368.0589,3860726.359
4,wheat,103,115,102,172,546310.4832,3860654.917
4,wheat,108,120,107,176,546296.7139,3860702.373
4,wheat,109,121,103,169,546305.8074,3860692.845
4,wheat,102,115,101,176,546300.7541,3860789.87
4,wheat,106,123,107,182,546329.2705,3860644.795
4,wheat,90,106,99,170,546333.5083,3860762.027
4,wheat,105,122,103,175,546294.5452,3860685.749
4,wheat,110,125,109,180,546327.3117,3860689.202
4,wheat,107,120,107,176,546339.1399,3860747.416
4,wheat,106,129,107,175,546327.2743,3860665.809
4,wheat,105,126,111,184,546307.9902,3860799.78
4,wheat,111,128,112,181,546354.5599,3860740.202
4,wheat,75,111,95,145,546392.5457,3860727.961
4,wheat,114,138,134,191,546321.5743,3860820.703
4,wheat,106,123,107,172,546266.381,3860759.956
4,wheat,100,112,103,175,546311.4001,3860767.41
4,wheat,108,132,105,181,546355.6991,3860738.576
4,wheat,104,107,104,161,546297.6278,3860647.945
4,wheat,117,133,119,187,546257.5046,3860748.75
4,wheat,100,112,101,169,546298.7598,3860734.987
4,wheat,101,116,102,174,546298.3816,3860782.456
4,wheat,108,137,99,176,546300.8751,3860798.501
4,wheat,103,120,108,180,546370.3818,3860696.235
4,wheat,106,126,114,182,546330.9898,3860685.985
4,wheat,98,113,98,176,546302.9943,3860793.752
4,wheat,132,138,124,162,548472.2677,3860437.502
4,wheat,127,137,129,141,548346.5414,3860623.372
4,wheat,142,147,129,161,548389.9065,3860428.224
4,wheat,134,140,124,160,548416.8699,3860481.868
4,wheat,139,144,127,157,548406.8624,3860456.402
4,wheat,134,131,117,153,548374.3071,3860565.144
4,wheat,120,131,117,167,548387.8006,3860441.341
4,wheat,169,178,159,207,548412.8875,3860403.539
4,wheat,136,138,126,147,548391.033,3860543.839
4,wheat,132,137,122,157,548371.0418,3860487.925
4,wheat,146,147,127,162,548343.6997,3860593.208
4,wheat,136,139,125,155,548381.3675,3860511.872
4,wheat,136,132,124,159,548482.2188,3860427.105
4,wheat,133,142,125,165,548356.2891,3860479.366
4,wheat,135,143,127,172,548358.0174,3860474.602
4,wheat,136,140,126,163,548427.6062,3860493.941
4,wheat,110,119,115,156,548427.1161,3860519.024
4,wheat,130,136,116,149,548389.6606,3860515.581
4,wheat,128,142,118,158,548453.0861,3860495.197
4,wheat,145,147,136,159,548471.1236,3860407.046
4,wheat,127,135,117,160,548366.9985,3860453.957
4,wheat,136,138,125,154,548416.8887,3860440.289
4,wheat,129,135,120,156,548437.2522,3860431.338
4,wheat,129,134,120,150,548416.755,3860522.961
4,wheat,135,136,125,151,548438.1929,3860445.705
4,wheat,118,134,128,166,548418.6146,3860529.483
4,wheat,136,140,122,160,548401.0709,3860475.133
4,wheat,129,132,117,157,548480.9865,3860419.515
4,wheat,142,144,123,157,548361.7363,3860560.128
4,wheat,98,121,112,201,548364.4988,3860425.663
4,wheat,135,138,123,156,548418.7932,3860463.643
4,wheat,126,131,119,154,548492.0876,3860431.915
4,wheat,135,139,121,151,548400.4431,3860458.104
4,wheat,129,129,119,156,548464.5417,3860420.243
4,wheat,148,152,139,163,548440.0637,3860444.292
4,wheat,136,137,126,154,548383.0482,3860501.058
4,wheat,132,133,119,148,548445.9272,3860494.001
4,wheat,135,140,120,157,548402.92,3860489.428
4,wheat,126,130,119,152,548489.0529,3860420.69
4,wheat,126,130,117,156,548405.3796,3860420.643
4,wheat,113,125,111,171,548454.5611,3860423.385
4,wheat,109,128,132,173,548379.7579,3860586.719
4,wheat,139,142,122,156,548400.4946,3860489.734
4,wheat,136,136,121,154,548371.8542,3860562.019
4,wheat,116,127,115,163,548436.3377,3860421.954
4,wheat,125,134,120,162,548378.7508,3860447.579
4,wheat,146,152,131,157,548397.2991,3860528.491
4,wheat,137,140,122,156,548358.8901,3860582.94
4,wheat,146,141,123,148,548361.4364,3860595.323
4,wheat,129,134,119,160,548479.1218,3860425.892
4,wheat,135,144,119,163,548377.7913,3860442.461
4,wheat,122,129,119,153,548460.2682,3860411.081
4,wheat,99,122,117,192,548361.9171,3860427.622
4,wheat,114,123,113,137,548435.1434,3860409.612
4,wheat,129,137,123,156,548371.3436,3860485.166
4,wheat,130,134,119,161,548484.282,3860449.388
4,wheat,141,147,126,157,548414.8002,3860447.78
4,wheat,133,137,122,160,548369.9517,3860484.736
4,wheat,137,143,123,164,548404.3485,3860410.278
4,wheat,125,134,120,182,548393.8003,3860409.786
4,wheat,76,93,88,195,548368.1848,3860420.985
4,wheat,127,132,119,159,548406.6391,3860431.006
4,wheat,119,135,127,173,548426.2123,3860401.871
4,wheat,127,129,118,150,548464.2999,3860416.686
4,wheat,120,127,113,161,548424.9696,3860423.277
4,wheat,146,152,136,192,548369.0457,3860427.773
4,wheat,135,140,123,158,548398.4154,3860452.455
4,wheat,132,139,122,159,548371.3543,3860476.16
4,wheat,139,151,137,166,548354.939,3860608.993
4,wheat,141,138,120,148,548403.7216,3860498.399
4,wheat,130,133,116,157,548482.3798,3860419.598
4,wheat,128,134,114,156,548457.6527,3860432.561
4,wheat,113,118,120,136,548507.2652,3860436.161
4,wheat,129,138,125,154,548373.0125,3860486.494
4,wheat,120,119,113,142,548480.6133,3860408.368
4,wheat,130,133,113,143,548429.9948,3860457.807
4,wheat,132,137,118,162,548407.508,3860408.907
4,wheat,127,130,114,155,548397.8398,3860428.474
4,wheat,141,141,125,152,548392.3457,3860495.92
4,wheat,122,126,115,160,548501.932,3860447.645
4,wheat,133,138,123,162,548407.7522,3860480.541
4,wheat,136,135,122,151,548442.5804,3860495.871
4,wheat,131,137,119,149,548357.8047,3860593.95
4,wheat,132,139,121,156,548407.1127,3860469.763
4,wheat,130,136,120,163,548362.2423,3860486.684
4,wheat,132,139,122,170,548430.6605,3860481.802
4,wheat,136,137,123,155,548417.5566,3860463.974
4,wheat,140,138,120,143,548446.0837,3860500.812
4,wheat,110,125,116,191,548456.5924,3860504.782
4,wheat,117,122,117,150,548460.0734,3860484.374
4,wheat,119,128,115,163,548467.0369,3860472.296
4,wheat,127,136,119,156,548384.6471,3860448.874
4,wheat,139,143,126,160,548404.0064,3860472.856
4,wheat,122,149,129,137,548479.2866,3860480.16
4,wheat,134,131,132,159,548429.9412,3860510.226
4,wheat,122,130,116,157,548411.1976,3860427.738
4,wheat,84,103,98,195,548378.6431,3860417.27
4,wheat,121,134,116,165,548365.6861,3860464.274
4,wheat,127,131,118,152,548389.2872,3860421.15
4,wheat,131,136,121,154,548388.3041,3860453.817
4,wheat,127,132,119,164,548357.531,3860457.202
4,wheat,90,110,121,168,548368.2142,3860598.249
4,wheat,133,139,121,159,548375.9774,3860476.436
4,wheat,130,130,121,152,548443.9806,3860459.599
4,wheat,139,143,134,162,548474.778,3860405.4
4,wheat,132,136,123,155,548384.6992,3860516.714
4,wheat,131,132,118,155,548401.7752,3860471.53
4,wheat,129,132,121,153,548447.4298,3860478.334
4,wheat,136,137,122,163,548369.6014,3860482.694
4,wheat,117,123,113,143,548458.1767,3860487.516
4,wheat,108,141,135,169,548504.7709,3860447.935
4,wheat,122,130,119,162,548433.7869,3860410.342
4,wheat,118,124,114,160,548469.6119,3860473.584
4,wheat,131,138,123,155,548395.7645,3860477.606
4,wheat,140,141,126,152,548393.9502,3860515.983
4,wheat,137,138,123,141,548407.9502,3860517.437
4,wheat,153,150,131,149,548403.3601,3860506.9
4,wheat,135,136,123,151,548433.3813,3860465.645
4,wheat,131,135,118,155,548424.4014,3860407.798
4,wheat,131,135,120,158,548486.9098,3860451.345
4,wheat,149,146,135,158,548361.9239,3860597.35
4,wheat,110,147,117,222,548382.676,3860412.834
4,wheat,124,127,114,158,548425.1936,3860419.91
4,wheat,135,137,120,150,548417.0495,3860412.501
4,wheat,133,139,123,160,548413.1169,3860470.547
4,wheat,148,149,125,159,548347.7319,3860587.678
4,wheat,136,141,124,157,548396.0373,3860450.089
4,wheat,128,138,121,139,548349.6965,3860618.803
4,wheat,131,136,122,150,548389.3781,3860519.7
4,wheat,127,134,132,184,548460.2463,3860493.968
4,wheat,132,139,123,153,548377.5844,3860486.853
4,wheat,140,144,127,162,548414.0252,3860496.387
4,wheat,123,130,116,149,548461.2912,3860413.164
4,wheat,109,130,137,165,548378.6889,3860585.97
4,wheat,124,127,118,152,548454.3385,3860450.145
4,wheat,118,132,121,167,548455.7224,3860468.118
4,wheat,126,130,108,139,548437.8247,3860485.978
4,wheat,131,139,122,188,548370.3245,3860439.865
4,wheat,144,147,133,190,548369.2602,3860426.316
4,wheat,111,123,122,134,548387.9582,3860571.35
4,wheat,144,147,131,152,548409.8532,3860508.461
4,wheat,133,137,124,156,548475.8951,3860407.569
4,wheat,135,141,123,157,548398.3815,3860449.076
4,wheat,122,129,128,156,548505.4049,3860433.3
4,wheat,135,137,120,150,548432.5566,3860458.352
4,wheat,139,142,121,156,548358.2653,3860583.932
4,wheat,128,131,120,158,548491.5347,3860409.13
4,wheat,129,140,128,162,548493.2819,3860410.649
4,wheat,83,93,103,116,548389.9961,3860569.998
4,wheat,143,147,132,165,548405.7273,3860476.355
4,wheat,136,142,124,157,548410.864,3860449.863
4,wheat,108,120,105,158,548385.6378,3860567.9
4,wheat,129,136,122,164,548466.0361,3860438.233
4,wheat,136,135,118,153,548436.0258,3860466.77
4,wheat,120,129,114,156,548427.4802,3860404.854
4,wheat,140,142,130,160,548412.1935,3860504.417
4,wheat,109,130,137,165,548378.506,3860586.243
4,wheat,137,141,125,156,548427.8313,3860457.369
4,wheat,133,134,120,145,548421.101,3860510.1
4,wheat,130,137,123,149,548414.8681,3860523.408
4,wheat,120,130,115,153,548417.732,3860526.042
4,wheat,123,132,116,148,548488.499,3860438.637
4,wheat,121,137,135,152,548374.195,3860589.414
4,wheat,138,135,121,153,548359.6428,3860593.686
4,wheat,120,128,116,168,548441.3097,3860478.196
4,wheat,129,134,121,162,548490.0803,3860432.533
4,wheat,110,114,107,146,548495.5768,3860409.328
4,wheat,126,127,115,156,548495.0442,3860442.029
4,wheat,128,138,122,154,548443.9136,3860442.055
4,wheat,131,132,118,163,548345.6985,3860485.569
4,wheat,123,139,135,165,548376.6498,3860580.565
4,wheat,138,139,121,164,548378.9694,3860432.454
4,wheat,132,138,118,152,548366.5501,3860575.375
4,wheat,133,138,121,154,548466.3964,3860442.017
4,wheat,138,143,121,172,547378.9639,3859736.142
4,wheat,135,144,119,173,547368.0445,3859744.951
4,wheat,135,142,118,169,547432.9492,3859788.803
4,wheat,132,144,126,180,547414.2661,3859793.048
4,wheat,144,152,125,168,547497.1972,3859744.975
4,wheat,133,140,117,171,547338.756,3859745.046
4,wheat,141,149,127,177,547399.1276,3859739.071
4,wheat,151,168,142,196,547461.9247,3859731.157
4,wheat,141,146,125,169,547458.9778,3859765.221
4,wheat,144,148,124,172,547397.0259,3859754.948
4,wheat,148,156,131,179,547444.4468,3859738.99
4,wheat,134,139,119,168,547477.0132,3859789.373
4,wheat,136,137,120,169,547359.1772,3859758.734
4,wheat,132,141,117,172,547473.5256,3859770.895
4,wheat,127,127,106,174,547415.6482,3859786.008
4,wheat,141,142,121,174,547357.807,3859736.8
4,wheat,141,146,123,171,547401.2835,3859791.259
4,wheat,129,135,119,171,547435.3646,3859805.445
3,fallow,143,134,120,126,546153.416,3860577.017
3,fallow,153,144,129,133,546091.2016,3860484.083
3,fallow,151,147,134,134,546086.2782,3860494.786
3,fallow,153,145,131,134,546095.0008,3860527.812
3,fallow,151,138,129,132,546117.432,3860540.284
3,fallow,160,148,132,146,546127.9621,3860579.221
3,fallow,143,136,130,124,546106.108,3860529.997
3,fallow,144,136,125,126,546170.8618,3860564.02
3,fallow,143,136,124,139,546104.915,3860610.487
3,fallow,147,139,127,126,546075.4233,3860523.635
3,fallow,145,136,125,126,546088.6586,3860577.264
3,fallow,149,140,133,130,546103.9532,3860542.169
3,fallow,160,148,132,146,546128.246,3860578.815
3,fallow,146,136,124,131,546137.778,3860593.16
3,fallow,139,139,127,129,546137.6255,3860606.464
3,fallow,149,140,127,128,546114.5603,3860543.733
3,fallow,143,137,124,122,546086.3827,3860533.43
3,fallow,144,138,125,125,546090.8436,3860574.517
3,fallow,147,141,128,126,546071.0685,3860523.315
3,fallow,143,137,124,124,546084.5937,3860566.983
3,fallow,153,148,133,148,546131.5346,3860602.235
3,fallow,145,137,124,127,546174.6563,3860576.986
3,fallow,149,153,132,151,546076.6914,3860492.917
3,fallow,142,134,119,126,546148.6631,3860568.122
3,fallow,148,142,128,132,546102.3609,3860537.909
3,fallow,144,138,124,124,546076.4991,3860528.585
3,fallow,145,135,122,126,546155.5962,3860599.476
3,fallow,154,143,127,137,546117.7007,3860597.412
3,fallow,147,142,128,131,546083.7191,3860498.596
3,fallow,146,138,120,127,546168.2122,3860576.689
3,fallow,147,139,123,131,546173.5224,3860567.762
3,fallow,145,138,123,128,546134.4248,3860603.536
3,fallow,145,141,125,133,546100.5485,3860530.22
3,fallow,148,141,122,122,546790.5238,3859366.622
3,fallow,142,133,118,130,546788.9841,3859428.062
3,fallow,149,138,127,127,546861.2979,3859424.706
3,fallow,147,137,123,116,546887.6035,3859406.455
