Class,Name,Blue,Green,Red,InfraRed,X,Y
4,wheat,131,142,118,174,547373.2849,3859789.671
4,wheat,139,146,124,171,547410.7511,3859761.104
4,wheat,139,144,121,170,547387.7812,3859811.73
4,wheat,135,144,120,170,547504.4854,3859735.103
4,wheat,128,149,129,181,547419.8625,3859782.706
4,wheat,140,148,122,173,547475.9389,3859757.406
4,wheat,138,147,125,173,547498.5049,3859742.135
4,wheat,93,119,103,193,547065.709,3859747.651
4,wheat,92,117,104,196,547077.3917,3859796.387
4,wheat,98,116,107,192,547030.8119,3859748.934
4,wheat,101,130,112,197,547042.1858,3859763.001
4,wheat,90,111,100,193,547054.0174,3859753.544
4,wheat,94,118,103,193,547085.9764,3859758.719
4,wheat,102,119,107,186,547059.4062,3859716.074
4,wheat,100,123,104,194,547105.1134,3859766.571
4,wheat,91,108,102,196,547071.801,3859801.872
4,wheat,106,128,109,191,547098.5817,3859756.671
4,wheat,100,120,103,188,547093.7153,3859749.193
4,wheat,94,122,105,201,547063.9329,3859781.165
4,wheat,95,112,103,182,547022.7001,3859753.425
4,wheat,96,119,103,193,547059.6252,3859731.087
4,wheat,91,116,102,193,547076.3499,3859768.453
4,wheat,97,121,104,195,547062.5249,3859789.25
4,wheat,92,115,104,195,547053.642,3859768.054
4,wheat,97,120,104,192,547106.4978,3859769.518
4,wheat,98,122,105,194,547096.7856,3859770.279
4,wheat,95,119,103,195,547095.369,3859776.492
4,wheat,92,118,103,197,547051.4526,3859751.796
4,wheat,104,126,109,194,547102.504,3859744.491
4,wheat,95,120,104,194,547060.2736,3859728.707
4,wheat,98,123,107,192,547052.332,3859723.829
4,wheat,99,122,108,189,547113.7488,3859747.865
4,wheat,96,119,105,192,547034.9657,3859725.635
4,wheat,93,119,104,190,547058.2655,3859757.96
4,wheat,91,118,105,202,547041.4214,3859746.044
4,wheat,96,120,105,195,547044.0445,3859780.832
4,wheat,93,117,102,197,547113.6277,3859798.759
4,wheat,91,116,102,193,547069.2954,3859750.612
4,wheat,92,115,104,193,547054.1908,3859765.435
4,wheat,106,126,111,188,547101.3156,3859750.546
4,wheat,95,118,104,194,547104.8427,3859796.216
4,wheat,90,116,106,197,547042.5064,3859754.019
4,wheat,94,123,108,193,547045.801,3859776.973
4,wheat,93,120,104,196,547042.0965,3859736.508
4,wheat,103,127,109,195,547111.7479,3859759.81
4,wheat,88,113,101,199,547074.067,3859780.445
4,wheat,101,128,110,196,547042.7323,3859771.406
4,wheat,106,126,111,190,547102.7788,3859749.304
4,wheat,106,128,109,195,547099.5614,3859780.818
4,wheat,100,127,104,190,547092.7756,3859746.282
4,wheat,94,118,103,194,547093.7791,3859771.577
4,wheat,98,126,109,202,547045.8799,3859763.328
4,wheat,96,120,104,198,547049.3792,3859746.533
4,wheat,98,125,107,192,547026.6798,3859729.931
4,wheat,96,121,105,193,547045.228,3859727.041
4,wheat,101,121,105,192,547093.7632,3859760.351
4,wheat,101,118,111,199,547060.1465,3859810.061
4,wheat,98,122,104,192,547079.5619,3859766.182
4,wheat,97,120,105,192,547072.0129,3859743.008
4,wheat,100,121,104,190,547089.7615,3859748.528
4,wheat,89,118,104,193,547043.8667,3859722.175
4,wheat,105,131,111,193,547042.844,3859767.324
4,wheat,101,132,106,193,547113.7723,3859782.48
4,wheat,104,123,106,191,547114.0184,3859759.35
4,wheat,93,118,104,195,547051.4325,3859741.083
4,wheat,94,112,104,182,547021.1242,3859755.657
4,wheat,98,122,106,194,547104.5259,3859769.733
4,wheat,103,125,111,193,547065.724,3859713.615
4,wheat,89,115,102,195,547069.2241,3859781.988
4,wheat,114,133,118,188,547090.8911,3859801.908
4,wheat,93,118,104,193,547088.648,3859796.567
4,wheat,101,129,112,198,547057.0542,3859789.13
4,wheat,88,114,101,197,547073.1679,3859785.496
4,wheat,98,124,107,199,547061.0367,3859787.425
4,wheat,102,122,107,196,547100.3489,3859786.602
1,corn,70,84,92,187,546666.3294,3861334.986
1,corn,70,85,94,188,546655.8057,3861355.005
1,corn,70,84,93,187,546599.139,3861360.354
1,corn,69,83,93,188,546598.5158,3861342.477
1,corn,69,84,95,187,546656.5988,3861323.984
1,corn,69,84,94,183,546638.4187,3861317.96
1,corn,68,83,93,188,546582.8981,3861308.263
1,corn,69,84,95,187,546660.2222,3861329.101
1,corn,71,64,74,159,546597.2159,3861294.159
1,corn,69,83,93,186,546612.3127,3861296.279
1,corn,69,84,93,188,546658.6903,3861300.362
1,corn,69,84,94,186,546661.4184,3861345.735
1,corn,71,85,95,192,546601.7513,3861366.316
1,corn,70,84,93,188,546620.9933,3861315.171
1,corn,69,83,93,187,546614.8029,3861287.755
1,corn,70,85,93,187,546672.7069,3861331.84
1,corn,67,83,91,187,546637.8761,3861374.314
1,corn,69,84,93,188,546664.0634,3861296.644
1,corn,70,85,95,187,546663.4248,3861325.403
1,corn,72,88,94,191,546579.6452,3861285.354
1,corn,69,84,94,186,546658.9385,3861359.785
1,corn,72,88,97,193,546587.2309,3861383.536
1,corn,70,85,93,189,546628.1059,3861284.457
1,corn,69,85,95,188,546644.1631,3861287.158
1,corn,69,82,91,186,546625.6106,3861371.537
1,corn,69,84,94,188,546625.251,3861301.996
1,corn,69,82,93,186,546621.2404,3861346.134
1,corn,69,85,94,189,546641.3935,3861287.412
1,corn,70,84,95,191,546619.0852,3861373.844
1,corn,69,84,94,188,546663.0355,3861305.838
1,corn,68,80,93,182,546577.5584,3861350.731
1,corn,71,85,94,189,546628.0291,3861386.902
1,corn,75,85,96,182,546661.1934,3861374.597
1,corn,72,85,96,186,546650.6672,3861374.075
1,corn,78,93,102,195,546576.2564,3861328.062
1,corn,70,84,94,184,546586.6358,3861327.691
1,corn,69,87,93,186,546637.7558,3861321.973
1,corn,69,86,98,196,546619.6612,3861382.224
1,corn,70,79,88,191,546562.8973,3861374.854
1,corn,70,84,92,186,546682.5996,3861354.291
1,corn,68,82,90,186,546608.9971,3861317.027
1,corn,70,85,94,185,546626.6987,3861348.943
1,corn,69,83,92,190,546606.3326,3861339.073
1,corn,68,84,93,184,546611.9627,3861313.047
1,corn,68,84,94,186,546637.8986,3861330.282
1,corn,69,84,93,190,546626.2056,3861303.998
1,corn,69,83,93,187,546582.7383,3861306.901
1,corn,70,85,95,188,546671.9496,3861337.775
1,corn,72,87,99,195,546614.0142,3861374.77
1,corn,68,83,93,186,546640.2436,3861338.406
1,corn,72,87,97,190,546623.8571,3861297.645
1,corn,69,85,93,185,546636.8052,3861323.795
1,corn,68,84,93,187,546588.165,3861372.784
1,corn,70,84,93,187,546664.5539,3861331.477
1,corn,70,90,101,192,546635.9192,3861351.627
1,corn,70,86,97,195,546624.1902,3861382.258
1,corn,70,84,93,186,546619.5237,3861363.327
1,corn,69,83,94,186,546649.9138,3861363.049
1,corn,69,84,94,188,546651.0308,3861313.531
1,corn,68,84,92,190,546578.4834,3861373.427
1,corn,70,85,93,185,546628.0915,3861348.082
1,corn,70,85,95,187,546597.2757,3861368.22
1,corn,69,84,94,188,546652.4503,3861300.019
1,corn,70,85,93,186,546659.6564,3861322.705
1,corn,71,84,94,183,546641.8458,3861360.455
1,corn,69,84,94,187,546652.3127,3861320.357
1,corn,70,86,95,188,546644.9201,3861337.523
1,corn,69,86,93,190,546614.1854,3861333.09
1,corn,70,85,93,190,546677.8431,3861301.735
1,corn,68,83,93,188,546627.0532,3861303.681
1,corn,68,84,92,184,546582.9766,3861281.716
1,corn,69,84,93,188,546625.5166,3861322.824
1,corn,69,84,92,183,546624.3273,3861308.079
1,corn,69,84,94,186,546639.921,3861309.11
1,corn,70,85,94,188,546673.5978,3861306.086
1,corn,69,84,93,191,546649.9259,3861345.824
1,corn,69,83,94,187,546630.8074,3861313.651
1,corn,75,85,95,180,546661.3102,3861375.431
1,corn,71,85,93,185,546677.5557,3861350.626
1,corn,68,82,92,186,546598.2942,3861334.904
1,corn,68,83,93,186,546640.8512,3861341.384
1,corn,70,84,93,198,546612.6275,3861290.087
1,corn,69,84,94,188,546667.4198,3861361.31
1,corn,69,84,94,185,546660.5856,3861348.152
1,corn,70,89,94,191,546605.6054,3861280.97
1,corn,70,84,93,186,546623.2861,3861305.374
1,corn,69,83,93,185,546631.3413,3861364.545
1,corn,70,84,93,186,546615.8656,3861364.239
1,corn,70,85,94,185,546647.494,3861359.332
1,corn,70,85,93,187,546672.8338,3861333.26
1,corn,68,83,92,187,546649.6933,3861369.358
1,corn,63,77,90,183,546589.6431,3861288.206
1,corn,70,83,93,186,546618.5727,3861366.01
1,corn,69,80,92,186,546637.9017,3861347.537
1,corn,69,84,94,186,546638.7725,3861309.137
1,corn,69,83,92,186,546625.1178,3861307.998
1,corn,70,84,90,184,546609.4031,3861371.549
1,corn,69,85,93,187,546596.1224,3861284.914
1,corn,69,85,93,185,546625.0941,3861355.859
1,corn,70,92,103,196,546570.3768,3861386.102
1,corn,68,83,93,185,546590.897,3861289.726
1,corn,69,85,94,187,546670.1867,3861308.934
1,corn,70,84,93,186,546619.5491,3861363.461
1,corn,68,85,93,186,546630.8573,3861327.892
1,corn,68,84,94,183,546583.5518,3861360.87
1,corn,71,86,92,186,546679.127,3861320.811
1,corn,68,85,94,188,546600.9532,3861318.482
1,corn,68,83,94,189,546656.0529,3861367.752
1,corn,69,89,97,192,546634.066,3861292.691
1,corn,69,86,95,189,546654.3162,3861295.564
1,corn,70,81,89,185,546617.4317,3861301.004
1,corn,70,85,93,188,546634.0005,3861364.078
1,corn,69,84,94,187,546668.8533,3861306.167
1,corn,69,85,95,187,546644.1773,3861288.959
1,corn,69,83,92,188,546619.5023,3861307.454
1,corn,69,82,91,185,546605.1174,3861298.719
1,corn,68,82,92,186,546585.0301,3861307.9
1,corn,69,84,94,188,546658.5312,3861305.567
1,corn,70,85,94,188,546676.6439,3861307.38
1,corn,68,82,95,185,546582.3443,3861353.603
1,corn,79,97,97,191,548124.5682,3861168.861
1,corn,78,97,96,190,548101.2164,3861143.156
1,corn,79,97,96,190,548106.0626,3861239.378
1,corn,81,99,99,195,548098.2284,3861231.582
1,corn,78,94,102,192,548093.6998,3861126.216
1,corn,78,95,96,193,548062.6724,3861158.538
1,corn,83,104,100,191,548107.3341,3861315.583
1,corn,78,98,97,191,548084.2637,3861127.331
1,corn,79,97,95,194,548062.8136,3861135.694
1,corn,77,83,76,141,548052.5782,3861264.599
1,corn,79,97,99,195,548084.3908,3861204.827
1,corn,84,99,100,194,548088.6237,3861236.488
1,corn,80,98,99,191,548075.9502,3861224.351
1,corn,78,97,98,196,548146.4285,3861196.714
1,corn,79,98,99,197,548089.6616,3861187.384
1,corn,81,123,118,218,548064.4576,3861172.655
1,corn,79,94,95,193,548090.6338,3861188.644
1,corn,79,98,97,193,548060.3271,3861176.542
1,corn,80,97,99,192,548084.8834,3861249.336
1,corn,78,98,97,194,548082.5133,3861210.508
1,corn,96,122,122,197,548058.4379,3861123.439
1,corn,80,95,98,192,548096.5964,3861135.543
1,corn,81,101,98,196,548138.3085,3861199.807
1,corn,82,100,100,191,548055.359,3861278.34
1,corn,80,95,99,192,548095.2001,3861209.657
1,corn,80,97,97,192,548056.7394,3861236.228
1,corn,80,98,98,198,548070.6956,3861129.715
1,corn,81,97,97,197,548109.783,3861216.445
1,corn,80,93,97,188,548092.5202,3861157.2
1,corn,81,98,98,192,548096.6624,3861331.683
1,corn,80,100,100,190,548079.1134,3861139.139
1,corn,81,101,98,190,548128.839,3861158.441
1,corn,79,96,98,191,548061.1664,3861132.955
1,corn,80,96,99,193,548079.5187,3861221.034
1,corn,91,109,109,185,548051.1023,3861296.839
1,corn,82,111,92,210,548053.4431,3861151.025
1,corn,78,97,97,192,548151.1495,3861177.295
1,corn,81,99,101,192,548086.9481,3861267.645
1,corn,80,93,97,178,548070.0092,3861262.622
1,corn,79,99,97,187,548104.0318,3861166.267
1,corn,80,99,100,194,548096.7663,3861222.437
1,corn,79,99,101,196,548086.4391,3861208.071
1,corn,97,98,98,185,548037.7796,3861287.65
1,corn,97,116,116,200,548078.1596,3861156.05
1,corn,83,109,110,207,548052.9545,3861191.658
1,corn,79,98,98,185,548046.8168,3861238.699
1,corn,80,97,99,194,548080.6261,3861222.048
1,corn,80,95,95,189,548066.5679,3861202.121
1,corn,79,99,97,193,548115.3249,3861145.974
1,corn,84,102,102,198,548095.5911,3861129.064
1,corn,79,95,87,174,548055.6442,3861289.851
1,corn,80,96,99,192,548077.6747,3861222.12
1,corn,79,99,100,189,548094.3559,3861305.287
1,corn,80,96,99,195,548093.5639,3861308.761
1,corn,87,101,102,195,548061.4965,3861258.327
1,corn,85,99,100,195,548068.7002,3861274.173
1,corn,77,97,98,194,548085.1683,3861239.684
1,corn,79,98,97,193,548071.4916,3861136.872
1,corn,80,98,98,200,548174.5044,3861158.293
1,corn,80,98,98,189,548052.8439,3861209.299
1,corn,80,97,98,196,548084.4314,3861223.377
1,corn,86,95,104,212,548094.827,3861164.528
1,corn,81,98,99,197,548064.8212,3861310.123
1,corn,79,99,100,171,548054.8681,3861207.494
1,corn,82,99,99,198,548093.515,3861154.657
1,corn,80,101,97,202,548066.9358,3861130.115
1,corn,82,101,100,197,548145.1956,3861199.294
1,corn,101,121,123,211,548073.4929,3861310.044
1,corn,78,96,97,199,548137.5918,3861151.264
1,corn,78,99,98,189,548057.4242,3861179.532
1,corn,79,99,95,194,548105.4967,3861194.91
1,corn,93,109,110,198,548064.1767,3861260.612
1,corn,82,100,100,195,548095.5126,3861127.886
1,corn,80,100,98,196,548135.0363,3861169.02
1,corn,79,98,97,189,548131.7456,3861137.195
1,corn,80,100,99,194,548130.908,3861197.218
1,corn,82,97,98,188,548047.7557,3861269.158
1,corn,80,104,106,199,548118.1183,3861204.889
1,corn,80,98,99,189,548054.548,3861233.518
1,corn,80,99,100,195,548089.2274,3861224.599
1,corn,80,99,99,188,548054.3171,3861239.816
1,corn,52,60,58,109,548062.5541,3861302.327
1,corn,78,100,97,194,548127.8818,3861151.274
1,corn,80,98,100,190,548053.8843,3861233.49
1,corn,62,77,74,152,548055.1981,3861126.493
1,corn,83,101,98,200,548133.4495,3861150.94
1,corn,80,100,98,199,548089.964,3861140.571
1,corn,80,97,95,193,548117.1796,3861177.337
1,corn,80,99,98,195,548131.7889,3861167.911
1,corn,80,94,98,193,548094.8897,3861136.4
1,corn,81,99,99,195,548091.7622,3861201.379
1,corn,79,98,98,195,548155.2633,3861169.493
1,corn,80,98,99,193,548094.7669,3861200.615
1,corn,79,98,99,190,548070.6243,3861286.517
1,corn,83,101,102,190,548102.706,3861312.098
1,corn,79,104,93,199,548078.0095,3861252.422
1,corn,81,103,104,196,548060.977,3861305.071
1,corn,81,99,99,191,548067.0787,3861209.794
1,corn,80,100,98,196,548156.7734,3861166.248
1,corn,80,101,97,189,548125.0625,3861178.742
1,corn,57,70,68,130,548053.0018,3861140.805
1,corn,73,102,115,192,548099.9901,3861334.429
1,corn,82,102,101,195,548093.9504,3861289.713
1,corn,80,97,95,190,548113.8659,3861248.316
1,corn,80,98,99,192,548070.5519,3861237.552
1,corn,81,96,96,192,548084.9531,3861170.381
1,corn,76,94,94,195,548148.1312,3861143.361
1,corn,79,89,89,186,548140.4426,3861166.897
1,corn,85,98,102,186,548050.174,3861265.554
1,corn,81,101,99,192,548114.8043,3861270.812
1,corn,78,94,96,171,548078.8409,3861179.924
1,corn,78,97,99,197,548085.9429,3861179.944
1,corn,80,98,98,192,548084.5279,3861248.74
1,corn,82,99,98,193,548055.2395,3861171.047
1,corn,81,101,100,194,548102.0222,3861222.508
1,corn,81,96,96,193,548101.7042,3861152.5
1,corn,79,98,98,196,548158.2999,3861164.317
1,corn,82,99,99,198,548063.4717,3861274.139
1,corn,84,103,104,189,548090.3272,3861287.57
1,corn,79,97,98,188,548095.7346,3861202.035
1,corn,81,99,101,191,548086.0751,3861266.499
1,corn,80,100,100,195,548075.6487,3861141.454
1,corn,84,98,96,197,548079.0545,3861314.404
1,corn,81,100,99,190,548062.1235,3861276.873
5,barren,225,233,198,235,548318.5333,3860106.755
5,barren,198,195,168,179,548355.5142,3860113.161
5,barren,196,193,163,204,548363.9976,3860219.997
5,barren,201,205,178,205,548380.8813,3860163.441
5,barren,155,161,139,199,548356.2224,3860239.245
5,barren,209,216,192,206,548340.724,3860130.642
5,barren,206,205,180,198,548378.058,3860141.041
5,barren,207,206,169,188,548368.9068,3860117.331
5,barren,210,207,179,200,548327.2448,3860127.815
5,barren,201,214,184,212,548371.3215,3860188.689
5,barren,209,203,177,189,548355.4646,3860112.321
5,barren,201,189,163,183,548360.0066,3860126.338
5,barren,203,202,185,196,548313.1352,3860152.03
5,barren,200,197,173,191,548328.9103,3860185.152
5,barren,198,197,172,206,548375.0335,3860193.335
5,barren,208,210,189,204,548350.9454,3860178.975
5,barren,173,193,157,209,548305.8655,3860136.73
5,barren,214,216,187,208,548355.2456,3860210.975
5,barren,210,216,189,206,548324.8315,3860108.482
5,barren,204,196,167,197,548355.2673,3860226.669
5,barren,207,208,180,199,548341.1719,3860154.636
5,barren,201,200,180,192,548347.0509,3860173.58
5,barren,199,208,186,206,548339.495,3860182.424
5,barren,207,200,188,187,548342.0305,3860123.873
5,barren,205,205,198,196,548366.5918,3860152.19
5,barren,205,204,179,197,548348.8833,3860171.285
5,barren,216,221,204,212,548319.9118,3860144.563
5,barren,205,210,191,202,548338.8909,3860227.416
5,barren,197,216,175,224,548379.6312,3860180.337
5,barren,221,217,191,213,548358.4199,3860124.544
5,barren,215,217,188,201,548356.2245,3860105.459
5,barren,185,202,165,215,548359.8431,3860232.396
5,barren,205,206,168,179,548369.8253,3860156.434
5,barren,201,204,178,201,548343.994,3860185.771
5,barren,211,210,192,210,548368.2767,3860118.546
5,barren,207,208,183,198,548318.8413,3860159.182
5,barren,205,204,179,196,548318.8273,3860183.031
5,barren,204,207,182,199,548326.3132,3860197.596
5,barren,212,209,183,207,548380.0778,3860124.481
5,barren,186,220,191,204,548369.3063,3860209.426
5,barren,206,203,172,192,548360.3667,3860146.971
5,barren,209,212,180,196,548326.035,3860120.552
5,barren,203,198,170,196,548308.4395,3860170.93
5,barren,205,206,163,183,548328.416,3860203.47
5,barren,215,216,193,213,548333.9768,3860178.738
5,barren,198,184,154,176,548364.6717,3860112.951
5,barren,208,210,182,199,548351.0607,3860106.518
5,barren,188,176,150,170,548312.9994,3860177.687
5,barren,198,189,166,182,548326.0882,3860176.078
5,barren,201,205,179,205,548314.2646,3860121.434
5,barren,204,213,192,211,548315.4503,3860143.035
5,barren,213,210,171,202,548350.3318,3860220.156
5,barren,203,198,168,187,548320.9235,3860186.692
5,barren,224,222,197,212,548324.3667,3860116.138
5,barren,205,203,170,195,548357.8321,3860172.332
5,barren,212,212,178,201,548344.0711,3860108.247
5,barren,202,194,161,179,548337.603,3860191.36
5,barren,205,204,177,195,548342.9539,3860151.455
5,barren,207,204,179,194,548356.4932,3860110.031
5,barren,182,159,111,161,548344.4057,3860238.274
5,barren,204,208,180,198,548346.968,3860131.491
5,barren,204,208,167,199,548329.5343,3860168.444
5,barren,201,200,168,193,548334.9194,3860191.153
5,barren,205,213,182,203,548324.2339,3860205.403
5,barren,205,205,179,193,548322.5239,3860199.811
5,barren,201,197,173,200,548320.2187,3860108.41
5,barren,209,205,171,191,548363.4093,3860182.332
5,barren,211,212,191,204,548345.5857,3860144.705
5,barren,213,222,195,209,548342.8089,3860114.429
5,barren,213,216,197,208,548348.704,3860100.615
5,barren,193,194,167,187,548336.6293,3860165.039
5,barren,202,200,175,192,548357.3303,3860117.112
5,barren,206,205,178,196,548347.5619,3860113.703
5,barren,208,207,182,197,548335.7478,3860113.927
5,barren,204,205,171,196,548374.0251,3860145.674
5,barren,204,197,195,202,548352.6601,3860151.887
5,barren,205,204,175,196,548338.973,3860120.94
5,barren,203,212,180,208,548365.3742,3860210.474
5,barren,204,205,182,198,548370.2725,3860170.974
5,barren,198,196,176,193,548377.1058,3860171.636
5,barren,206,208,180,198,548335.5235,3860152.643
5,barren,208,208,180,199,548336.2666,3860137.769
5,barren,205,207,178,203,548352.7843,3860224.491
5,barren,202,195,175,220,548306.1567,3860151.421
5,barren,199,205,178,199,548377.6671,3860125.43
5,barren,213,211,184,204,548369.289,3860180.979
5,barren,199,197,179,193,548380.1999,3860137.916
5,barren,200,198,172,193,548353.3081,3860133.648
5,barren,195,199,172,191,548373.3249,3860125.352
5,barren,205,200,190,211,548328.798,3860176.663
5,barren,199,196,170,192,548351.5693,3860192.871
5,barren,199,215,186,208,548333.0499,3860188.285
5,barren,198,202,179,193,548346.3313,3860201.875
5,barren,211,214,189,202,548340.673,3860115.541
5,barren,208,215,191,208,548369.9882,3860190.654
5,barren,235,242,221,217,547846.6731,3860013.81
5,barren,234,243,223,216,547883.2035,3859959.756
5,barren,242,254,207,204,547904.4748,3859953.001
5,barren,234,242,224,210,547871.3783,3859974.31
5,barren,234,241,221,214,547845.2982,3860008.18
5,barren,230,235,215,212,547865.4283,3859964.978
5,barren,231,241,221,218,547862.0583,3859965.724
5,barren,232,241,220,212,547824.4059,3860026.283
5,barren,231,239,219,213,547859.9303,3859983.87
5,barren,234,241,216,210,547834.4154,3860004.482
5,barren,234,242,221,214,547898.5007,3859955.053
5,barren,231,237,230,223,547884.4937,3860007.371
5,barren,230,238,218,216,547861.034,3859982.726
5,barren,237,246,230,217,547834.8611,3860039.004
5,barren,233,242,224,217,547816.9762,3860037.31
5,barren,233,239,220,215,547849.1537,3860000.918
5,barren,234,237,223,211,547862.2947,3860009.848
5,barren,234,241,223,217,547854.6165,3860003.852
5,barren,233,240,217,220,547861.8793,3859996.701
5,barren,233,239,216,211,547849.695,3859994.163
5,barren,233,240,224,217,547878.8306,3859967.384
5,barren,234,243,233,221,547840.4397,3860032.962
5,barren,234,242,220,210,547836.437,3860026.188
5,barren,243,250,246,244,547853.269,3860027.615
5,barren,233,241,220,213,547895.8419,3859975.112
5,barren,235,243,229,223,547875.2064,3859996.492
5,barren,237,241,229,219,547818.7838,3860025.804
5,barren,235,243,219,211,547905.7047,3859970.727
5,barren,232,241,220,212,547821.2837,3860032.145
5,barren,233,239,222,210,547901.0925,3859968.583
5,barren,233,242,218,217,547826.2752,3860025.995
5,barren,233,242,216,218,547885.0693,3859951.378
5,barren,228,249,209,221,547885.0649,3859949.589
5,barren,233,242,223,215,547819.9396,3860037.409
5,barren,234,242,221,214,547830.6006,3860024.114
5,barren,230,241,222,217,547914.1302,3859975.076
5,barren,236,241,227,216,547893.379,3859989.656
5,barren,233,242,220,213,547820.6204,3860037.339
5,barren,233,238,228,232,547900.95,3859993.241
5,barren,234,242,217,219,547916.3706,3859979.291
5,barren,234,241,219,212,547848.7329,3860009.267
5,barren,230,238,206,208,547839.8197,3859994.274
5,barren,236,242,234,231,547892.8346,3860001.565
5,barren,235,242,224,215,547888.9825,3859977.805
5,barren,235,243,225,215,547836.0696,3860030.055
5,barren,220,229,172,165,547905.4069,3859964.01
5,barren,235,243,232,224,547850.098,3860013.614
5,barren,235,240,242,244,547905.3587,3859952.766
5,barren,234,241,219,209,547908.5522,3859980.502
5,barren,233,241,226,219,547866.9987,3859995.487
5,barren,235,242,224,214,547837.3401,3860028.258
5,barren,231,239,212,208,547855.5212,3859976.141
5,barren,236,246,240,211,547897.0492,3860000.721
5,barren,231,238,215,212,547857.6704,3859982.836
5,barren,235,242,228,220,547878.6492,3859987.613
5,barren,233,240,221,214,547866.8389,3859983.862
6,water,54,70,87,42,546367.65,3860933.43
6,water,53,67,86,42,546389.2747,3860950.113
6,water,38,37,45,35,546369.3829,3860914.489
6,water,125,154,143,192,546371.2108,3860959.942
6,water,54,70,88,43,546386.7856,3860949.6
6,water,53,70,87,44,546385.0283,3860952.607
6,water,56,57,63,44,546390.2961,3860914.261
6,water,76,84,92,111,546368.1898,3860954.867
6,water,53,72,87,41,546372.3661,3860944.222
6,water,50,67,62,51,546392.3957,3860929.238
6,water,51,69,84,51,546385.1166,3860957.548
6,water,46,65,69,54,546392.4788,3860927.187
6,water,61,69,76,44,546392.348,3860936.944
6,water,56,69,83,42,546389.7925,3860953.676
6,water,60,69,70,69,546378.3282,3860959.44
6,water,53,69,86,41,546381.659,3860920.236
6,water,51,69,84,51,546385.0327,3860957.789
6,water,135,143,117,68,546149.8974,3860683.014
6,water,136,143,116,69,546137.2092,3860683.706
6,water,137,145,118,71,546110.7793,3860661.072
6,water,135,140,113,70,546152.5646,3860659.818
6,water,109,109,87,138,546106.2354,3860678.253
6,water,135,142,116,70,546139.1639,3860655.134
6,water,136,143,115,73,546151.3885,3860696.558
6,water,125,129,105,104,546107.7793,3860675.932
6,water,135,140,115,72,546130.6978,3860687.52
6,water,136,143,115,69,546122.5952,3860679.796
6,water,133,139,112,71,546156.9785,3860657.127
6,water,139,144,114,73,546117.9072,3860652.893
6,water,136,141,116,69,546122.8231,3860670.322
6,water,135,143,115,72,546151.943,3860664.657
6,water,134,144,116,75,546152.7276,3860655.122
6,water,133,139,113,74,546106.3043,3860670.927
6,water,95,93,81,109,546114.3154,3860683.436
6,water,135,144,116,71,546135.1265,3860653.419
6,water,135,144,113,72,546158.0416,3860681.582
6,water,136,142,116,69,546129.1101,3860672.889
6,water,136,143,116,71,546146.1792,3860663.786
6,water,135,139,115,90,546142.5497,3860697.993
6,water,135,143,116,69,546148.8436,3860683.208
6,water,83,90,80,115,546098.4687,3860667.764
6,water,125,126,99,96,546120.2836,3860685.701
6,water,136,141,116,69,546124.4594,3860670.117
6,water,131,141,117,80,546149.6413,3860651.348
6,water,122,122,109,125,546108.2997,3860655.223
6,water,127,133,108,102,546130.328,3860692.793
6,water,73,91,105,38,548282.3101,3860392.695
6,water,70,87,102,52,548245.6547,3860417.327
6,water,72,90,106,41,548309.8241,3860389.494
6,water,70,88,105,41,548274.8114,3860415.013
6,water,70,85,100,43,548290.8704,3860451.084
6,water,70,81,96,45,548338.9687,3860406.769
6,water,75,94,108,40,548282.7721,3860373.694
6,water,69,87,105,39,548309.1916,3860432.733
6,water,76,96,108,39,548286.7974,3860389.204
6,water,74,90,108,41,548228.0789,3860325.991
6,water,74,92,105,43,548232.4181,3860366.213
6,water,71,89,105,40,548269.1555,3860394.324
6,water,70,87,103,42,548315.3264,3860432.141
6,water,71,89,105,39,548299.4765,3860404.894
6,water,77,82,80,62,548315.1521,3860441.899
6,water,64,74,92,49,548307.1491,3860363.831
6,water,69,91,107,39,548314.0347,3860426.694
6,water,71,89,105,39,548297.6109,3860412.354
6,water,70,85,102,41,548290.7956,3860450.223
6,water,69,87,103,42,548278.9566,3860432.293
6,water,72,91,106,42,548249.2369,3860356.853
6,water,73,90,107,40,548276.01,3860382.394
6,water,71,92,108,40,548234.0547,3860351.488
6,water,77,82,82,48,548263.7578,3860348.631
6,water,74,91,107,41,548226.0273,3860327.606
6,water,82,93,109,42,548211.9309,3860300.787
6,water,71,93,108,46,548198.1188,3860306.257
6,water,64,74,92,49,548306.7969,3860364.596
6,water,72,88,104,38,548319.0214,3860383.021
6,water,70,90,106,46,548240.3717,3860401.857
6,water,71,89,103,38,548326.9451,3860379.566
6,water,72,88,105,38,548319.4983,3860384.819
6,water,77,89,104,46,548195.7218,3860295.698
6,water,73,92,103,42,548219.1225,3860314.534
6,water,75,91,105,40,548328.6879,3860375.815
6,water,72,87,105,39,548324.5624,3860413.178
6,water,78,68,72,71,548217.946,3860373.298
6,water,73,90,106,40,548282.0511,3860416.297
6,water,72,89,106,40,548254.1006,3860394.274
6,water,73,91,104,41,548258.1399,3860364.586
6,water,74,92,106,43,548335.1368,3860375.586
6,water,72,74,120,42,548211.2998,3860292.118
6,water,72,87,104,39,548320.5885,3860406.935
6,water,68,87,103,41,548268.5469,3860428.497
6,water,74,90,106,41,548237.4832,3860367.395
